question,answer,category,product,language
I want 250gm Cardamom...,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I want 300 gm. A+ Cardamom,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I think I ordered cardamom and something else . I do not remember,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
First quality kurumulaku 250gram 1 500gram 1 A+grade elakka 100 gram 50gram nt 2 packets akkanam,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
Cardamom 100 gm ayachu tharamo,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I want 200 gm cardamom,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
Please send Cardamom 500 grm only. @1749/=,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I want cardamom,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
Want to know about cardamoms,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I want 250 gm cardamom,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
"I want 100 gms ,clove 250 gms black pepper ,100 gms cinnamon and 250 grm cardamom",Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
I want 100 g cardamom,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,order_placement,cardamom,english
